EDULIT_IND,Indicator,LOCATION,Country,TIME,Time,Value,Flag Codes,Flags
ROFST_1T3_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)",GEO,Georgia,2017,2017,1.95376,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",NER,Niger,2014,2014,61.45721,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",NER,Niger,2015,2015,59.94799,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",NER,Niger,2017,2017,56.09735,,
ROFST_1T3_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)",PHL,Philippines,2014,2014,5.59409,,
ROFST_1T3_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)",PHL,Philippines,2015,2015,6.07447,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",CPV,Cabo Verde,2012,2012,17.38251,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",CPV,Cabo Verde,2013,2013,18.05584,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",CPV,Cabo Verde,2014,2014,18.83107,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",CPV,Cabo Verde,2015,2015,19.56683,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",CPV,Cabo Verde,2016,2016,20.20905,‡,UIS Estimation
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",CPV,Cabo Verde,2017,2017,20.30752,,
ROFST_1T3_M_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, male (%)",LAO,Lao People's Democratic Republic,2012,2012,21.72638,,
ROFST_1T3_M_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, male (%)",LAO,Lao People's Democratic Republic,2013,2013,20.2456,,
ROFST_1T3_M_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, male (%)",LAO,Lao People's Democratic Republic,2014,2014,17.78936,,
ROFST_1T3_M_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, male (%)",LAO,Lao People's Democratic Republic,2015,2015,17.31855,,
ROFST_1T3_M_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, male (%)",LAO,Lao People's Democratic Republic,2016,2016,17.49818,,
ROFST_1T3_M_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, male (%)",LAO,Lao People's Democratic Republic,2017,2017,18.10692,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",MAC,"China, Macao Special Administrative Region",2012,2012,16.54453,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",MAC,"China, Macao Special Administrative Region",2013,2013,15.29175,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",MAC,"China, Macao Special Administrative Region",2014,2014,13.25869,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",MAC,"China, Macao Special Administrative Region",2015,2015,10.24526,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",MAC,"China, Macao Special Administrative Region",2016,2016,6.53047,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",MAC,"China, Macao Special Administrative Region",2017,2017,4.35993,,
ROFST_1T3_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)",PRI,Puerto Rico,2012,2012,20.4139,,
ROFST_1T3_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)",PRI,Puerto Rico,2013,2013,19.56992,,
ROFST_1T3_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)",PRI,Puerto Rico,2014,2014,19.06952,,
ROFST_1T3_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)",PRI,Puerto Rico,2015,2015,20.93472,,
ROFST_1T3_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)",PRI,Puerto Rico,2016,2016,26.38481,,
ROFST_1T3_M_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, male (%)",BGD,Bangladesh,2017,2017,20.90741,‡,UIS Estimation
ROFST_1T3_M_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, male (%)",MDA,Republic of Moldova,2012,2012,16.90164,+,National Estimation
ROFST_1T3_M_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, male (%)",MDA,Republic of Moldova,2013,2013,17.36558,+,National Estimation
ROFST_1T3_M_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, male (%)",MDA,Republic of Moldova,2014,2014,17.77051,+,National Estimation
ROFST_1T3_M_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, male (%)",MDA,Republic of Moldova,2015,2015,17.89229,+,National Estimation
ROFST_1T3_M_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, male (%)",MDA,Republic of Moldova,2016,2016,17.60645,+,National Estimation
ROFST_1T3_M_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, male (%)",MDA,Republic of Moldova,2017,2017,16.84712,+,National Estimation
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",ALB,Albania,2013,2013,9.99865,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",ALB,Albania,2014,2014,9.48054,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",ALB,Albania,2015,2015,9.36823,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",ALB,Albania,2016,2016,9.67315,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",ALB,Albania,2017,2017,7.72707,,
ROFST_1T3_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)",MDA,Republic of Moldova,2012,2012,16.78005,+,National Estimation
ROFST_1T3_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)",MDA,Republic of Moldova,2013,2013,17.19637,+,National Estimation
ROFST_1T3_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)",MDA,Republic of Moldova,2014,2014,17.69217,+,National Estimation
ROFST_1T3_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)",MDA,Republic of Moldova,2015,2015,17.91603,+,National Estimation
ROFST_1T3_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)",MDA,Republic of Moldova,2016,2016,17.74234,+,National Estimation
ROFST_1T3_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)",MDA,Republic of Moldova,2017,2017,16.95177,+,National Estimation
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",MWI,Malawi,2013,2013,17.76461,‡,UIS Estimation
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",MWI,Malawi,2014,2014,16.46288,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",MWI,Malawi,2015,2015,16.44486,‡,UIS Estimation
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",MWI,Malawi,2016,2016,16.98552,‡,UIS Estimation
ROFST_1T3_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)",COK,Cook Islands,2012,2012,5.91064,+,National Estimation
ROFST_1T3_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)",COK,Cook Islands,2013,2013,9.20637,+,National Estimation
ROFST_1T3_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)",COK,Cook Islands,2014,2014,9.18575,+,National Estimation
ROFST_1T3_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)",COK,Cook Islands,2015,2015,8.7788,‡,UIS Estimation
ROFST_1T3_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)",COK,Cook Islands,2016,2016,9.17065,+,National Estimation
ROFST_1T3_M_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, male (%)",ARE,United Arab Emirates,2016,2016,3.80883,,
ROFST_1T3_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)",NZL,New Zealand,2013,2013,3.331,,
ROFST_1T3_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)",NZL,New Zealand,2014,2014,3.4425,,
ROFST_1T3_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)",NZL,New Zealand,2015,2015,2.98236,,
ROFST_1T3_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)",NZL,New Zealand,2016,2016,2.20783,,
ROFST_1T3_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)",NZL,New Zealand,2017,2017,1.48461,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",BDI,Burundi,2017,2017,19.44688,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",IDN,Indonesia,2012,2012,11.93258,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",IDN,Indonesia,2013,2013,13.47708,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",IDN,Indonesia,2014,2014,14.77175,‡,UIS Estimation
ROFST_1T3_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)",DNK,Denmark,2012,2012,3.97946,,
ROFST_1T3_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)",DNK,Denmark,2013,2013,3.93168,,
ROFST_1T3_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)",DNK,Denmark,2014,2014,4.38605,,
ROFST_1T3_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)",DNK,Denmark,2015,2015,4.28142,,
ROFST_1T3_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)",DNK,Denmark,2016,2016,3.8469,,
ROFST_1T3_M_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, male (%)",LIE,Liechtenstein,2012,2012,2.11726,+,National Estimation
ROFST_1T3_M_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, male (%)",LIE,Liechtenstein,2014,2014,1.40903,+,National Estimation
ROFST_1T3_M_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, male (%)",LIE,Liechtenstein,2015,2015,0.71102,+,National Estimation
ROFST_1T3_M_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, male (%)",LIE,Liechtenstein,2016,2016,0.79556,+,National Estimation
ROFST_1T3_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)",GBR,United Kingdom of Great Britain and Northern Ireland,2012,2012,4.76298,,
ROFST_1T3_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)",GBR,United Kingdom of Great Britain and Northern Ireland,2013,2013,2.35357,,
ROFST_1T3_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)",GBR,United Kingdom of Great Britain and Northern Ireland,2014,2014,0.95844,,
ROFST_1T3_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)",GBR,United Kingdom of Great Britain and Northern Ireland,2015,2015,0.55561,,
ROFST_1T3_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)",GBR,United Kingdom of Great Britain and Northern Ireland,2016,2016,0.77941,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",GUY,Guyana,2012,2012,7.7705,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",USA,United States of America,2012,2012,5.20327,+,National Estimation
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",USA,United States of America,2013,2013,5.23027,‡,UIS Estimation
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",USA,United States of America,2014,2014,4.58026,+,National Estimation
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",USA,United States of America,2015,2015,3.73072,+,National Estimation
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",USA,United States of America,2016,2016,3.49996,+,National Estimation
ROFST_1T3_M_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, male (%)",PSE,Palestine,2012,2012,16.23117,,
ROFST_1T3_M_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, male (%)",PSE,Palestine,2013,2013,16.94118,,
ROFST_1T3_M_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, male (%)",PSE,Palestine,2014,2014,16.74862,,
ROFST_1T3_M_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, male (%)",PSE,Palestine,2015,2015,16.479,,
ROFST_1T3_M_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, male (%)",PSE,Palestine,2016,2016,16.11646,,
ROFST_1T3_M_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, male (%)",PSE,Palestine,2017,2017,14.59986,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",MLT,Malta,2012,2012,5.15578,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",MLT,Malta,2013,2013,5.04452,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",MLT,Malta,2014,2014,4.15913,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",MLT,Malta,2015,2015,2.98213,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",MLT,Malta,2016,2016,3.8715,,
ROFST_1T3_M_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, male (%)",BFA,Burkina Faso,2012,2012,45.30787,,
ROFST_1T3_M_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, male (%)",BFA,Burkina Faso,2013,2013,44.172,,
ROFST_1T3_M_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, male (%)",BFA,Burkina Faso,2015,2015,40.91304,,
ROFST_1T3_M_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, male (%)",BFA,Burkina Faso,2016,2016,39.54006,,
ROFST_1T3_M_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, male (%)",BFA,Burkina Faso,2017,2017,38.2772,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",CHE,Switzerland,2012,2012,9.14413,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",CHE,Switzerland,2013,2013,7.73746,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",CHE,Switzerland,2014,2014,7.21942,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",CHE,Switzerland,2015,2015,6.7869,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",CHE,Switzerland,2016,2016,6.52568,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",HND,Honduras,2013,2013,25.53465,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",HND,Honduras,2014,2014,29.77412,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",HND,Honduras,2015,2015,29.94847,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",HND,Honduras,2016,2016,29.09508,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",HND,Honduras,2017,2017,28.74502,,
ROFST_1T3_M_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, male (%)",CAF,Central African Republic,2012,2012,40.4893,,
ROFST_1T3_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)",VAT,Holy See,2012,2012,,a,Category not applicable
ROFST_1T3_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)",VAT,Holy See,2013,2013,,a,Category not applicable
ROFST_1T3_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)",VAT,Holy See,2014,2014,,a,Category not applicable
ROFST_1T3_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)",VAT,Holy See,2015,2015,,a,Category not applicable
ROFST_1T3_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)",VAT,Holy See,2016,2016,,a,Category not applicable
ROFST_1T3_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)",VAT,Holy See,2017,2017,,a,Category not applicable
ROFST_1T3_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)",VAT,Holy See,2018,2018,,a,Category not applicable
ROFST_1T3_M_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, male (%)",TON,Tonga,2012,2012,9.84237,,
ROFST_1T3_M_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, male (%)",TON,Tonga,2013,2013,12.51267,,
ROFST_1T3_M_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, male (%)",TON,Tonga,2014,2014,11.88899,,
ROFST_1T3_M_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, male (%)",TON,Tonga,2015,2015,11.68109,,
ROFST_1T3_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)",ERI,Eritrea,2012,2012,57.0402,,
ROFST_1T3_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)",ERI,Eritrea,2013,2013,57.28193,,
ROFST_1T3_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)",ERI,Eritrea,2014,2014,57.34226,,
ROFST_1T3_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)",ERI,Eritrea,2015,2015,59.92789,,
ROFST_1T3_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)",ERI,Eritrea,2017,2017,62.69994,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",ARG,Argentina,2012,2012,2.0865,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",ARG,Argentina,2013,2013,1.99879,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",ARG,Argentina,2014,2014,1.8286,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",ARG,Argentina,2015,2015,1.62876,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",ARG,Argentina,2016,2016,2.08185,,
ROFST_1T3_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)",PAN,Panama,2013,2013,13.66351,,
ROFST_1T3_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)",PAN,Panama,2014,2014,15.82225,,
ROFST_1T3_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)",PAN,Panama,2015,2015,16.76465,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",ETH,Ethiopia,2014,2014,35.26674,‡,UIS Estimation
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",ETH,Ethiopia,2015,2015,36.17861,‡,UIS Estimation
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",MRT,Mauritania,2012,2012,40.84031,‡,UIS Estimation
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",MRT,Mauritania,2013,2013,41.14296,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",MRT,Mauritania,2014,2014,39.27248,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",MRT,Mauritania,2016,2016,40.45614,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",MRT,Mauritania,2017,2017,38.4249,,
ROFST_1T3_M_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, male (%)",UKR,Ukraine,2012,2012,6.19087,+,National Estimation
ROFST_1T3_M_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, male (%)",UKR,Ukraine,2013,2013,5.48095,‡,UIS Estimation
ROFST_1T3_M_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, male (%)",UKR,Ukraine,2014,2014,5.6703,‡,UIS Estimation
ROFST_1T3_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)",BHR,Bahrain,2012,2012,10.04138,,
ROFST_1T3_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)",BHR,Bahrain,2013,2013,8.80915,,
ROFST_1T3_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)",BHR,Bahrain,2014,2014,6.03062,,
ROFST_1T3_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)",BHR,Bahrain,2015,2015,3.60677,,
ROFST_1T3_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)",BHR,Bahrain,2016,2016,2.64967,,
ROFST_1T3_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)",BHR,Bahrain,2017,2017,2.29758,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",SYC,Seychelles,2013,2013,11.39988,‡,UIS Estimation
ROFST_1T3_M_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, male (%)",SLE,Sierra Leone,2013,2013,26.74855,,
ROFST_1T3_M_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, male (%)",SLE,Sierra Leone,2015,2015,28.21456,,
ROFST_1T3_M_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, male (%)",SLE,Sierra Leone,2017,2017,26.14094,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",ITA,Italy,2012,2012,4.52413,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",ITA,Italy,2013,2013,3.23669,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",ITA,Italy,2014,2014,3.01868,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",ITA,Italy,2015,2015,2.53997,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",ITA,Italy,2016,2016,2.46368,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",FRA,France,2012,2012,2.11459,+,National Estimation
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",FRA,France,2013,2013,2.20023,+,National Estimation
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",FRA,France,2014,2014,2.15172,+,National Estimation
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",FRA,France,2015,2015,2.2171,+,National Estimation
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",FRA,France,2016,2016,2.15781,+,National Estimation
ROFST_1T3_M_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, male (%)",UZB,Uzbekistan,2012,2012,9.12345,,
ROFST_1T3_M_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, male (%)",UZB,Uzbekistan,2013,2013,8.53262,,
ROFST_1T3_M_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, male (%)",UZB,Uzbekistan,2014,2014,8.4506,,
ROFST_1T3_M_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, male (%)",UZB,Uzbekistan,2015,2015,7.62417,,
ROFST_1T3_M_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, male (%)",UZB,Uzbekistan,2016,2016,6.5949,,
ROFST_1T3_M_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, male (%)",UZB,Uzbekistan,2017,2017,5.6392,,
ROFST_1T3_M_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, male (%)",ERI,Eritrea,2012,2012,52.95392,,
ROFST_1T3_M_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, male (%)",ERI,Eritrea,2013,2013,53.7709,,
ROFST_1T3_M_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, male (%)",ERI,Eritrea,2014,2014,53.97107,,
ROFST_1T3_M_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, male (%)",ERI,Eritrea,2015,2015,57.10021,,
ROFST_1T3_M_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, male (%)",ERI,Eritrea,2017,2017,60.43358,,
ROFST_1T3_M_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, male (%)",ISL,Iceland,2012,2012,7.66779,,
ROFST_1T3_M_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, male (%)",ISL,Iceland,2013,2013,7.65706,,
ROFST_1T3_M_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, male (%)",ISL,Iceland,2014,2014,7.07274,,
ROFST_1T3_M_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, male (%)",ISL,Iceland,2015,2015,6.21303,,
ROFST_1T3_M_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, male (%)",ISL,Iceland,2016,2016,5.48993,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",COL,Colombia,2012,2012,5.87702,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",COL,Colombia,2013,2013,5.64407,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",COL,Colombia,2014,2014,7.35867,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",COL,Colombia,2015,2015,7.43548,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",COL,Colombia,2016,2016,7.16934,,
ROFST_1T3_F_CP,"Rate of out-of-school children, adolescents and youth of primary and secondary school age, female (%)",COL,Colombia,2017,2017,7.35868,,
