EDULIT_IND,Indicator,LOCATION,Country,TIME,Time,Value,Flag Codes,Flags
ROFST_1_M_CP,"Rate of out-of-school children of primary school age, male (%)",BWA,Botswana,2014,2014,10.85667,,
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",ITA,Italy,2012,2012,1.04792,,
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",ITA,Italy,2013,2013,0.7971,,
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",ITA,Italy,2014,2014,0.93466,,
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",ITA,Italy,2015,2015,1.13794,,
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",ITA,Italy,2016,2016,1.53865,,
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",LSO,Lesotho,2012,2012,16.94235,,
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",LSO,Lesotho,2013,2013,18.76511,‡,UIS Estimation
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",LSO,Lesotho,2014,2014,18.33419,‡,UIS Estimation
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",LSO,Lesotho,2015,2015,18.491,,
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",LSO,Lesotho,2016,2016,18.1573,,
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",LSO,Lesotho,2017,2017,17.41473,,
ROFST_1_M_CP,"Rate of out-of-school children of primary school age, male (%)",KEN,Kenya,2012,2012,18.67826,‡,UIS Estimation
ROFST_1_CP,"Rate of out-of-school children of primary school age, both sexes (%)",TCD,Chad,2013,2013,21.08151,‡,UIS Estimation
ROFST_1_CP,"Rate of out-of-school children of primary school age, both sexes (%)",TCD,Chad,2015,2015,19.61652,,
ROFST_1_CP,"Rate of out-of-school children of primary school age, both sexes (%)",TCD,Chad,2016,2016,25.47612,,
ROFST_1_M_CP,"Rate of out-of-school children of primary school age, male (%)",SEN,Senegal,2012,2012,28.11659,,
ROFST_1_M_CP,"Rate of out-of-school children of primary school age, male (%)",SEN,Senegal,2013,2013,29.32963,,
ROFST_1_M_CP,"Rate of out-of-school children of primary school age, male (%)",SEN,Senegal,2014,2014,28.83202,,
ROFST_1_M_CP,"Rate of out-of-school children of primary school age, male (%)",SEN,Senegal,2015,2015,29.20451,,
ROFST_1_M_CP,"Rate of out-of-school children of primary school age, male (%)",SEN,Senegal,2016,2016,31.22618,‡,UIS Estimation
ROFST_1_M_CP,"Rate of out-of-school children of primary school age, male (%)",SEN,Senegal,2017,2017,28.95473,,
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",SWZ,Eswatini,2012,2012,21.71546,‡,UIS Estimation
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",SWZ,Eswatini,2013,2013,24.22551,‡,UIS Estimation
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",SWZ,Eswatini,2014,2014,23.20513,‡,UIS Estimation
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",SWZ,Eswatini,2015,2015,24.08937,‡,UIS Estimation
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",SWZ,Eswatini,2016,2016,24.78219,,
ROFST_1_CP,"Rate of out-of-school children of primary school age, both sexes (%)",EST,Estonia,2012,2012,0.39816,,
ROFST_1_CP,"Rate of out-of-school children of primary school age, both sexes (%)",EST,Estonia,2013,2013,1.70345,,
ROFST_1_CP,"Rate of out-of-school children of primary school age, both sexes (%)",EST,Estonia,2014,2014,5.81037,,
ROFST_1_CP,"Rate of out-of-school children of primary school age, both sexes (%)",EST,Estonia,2015,2015,6.43369,,
ROFST_1_CP,"Rate of out-of-school children of primary school age, both sexes (%)",EST,Estonia,2016,2016,6.31435,,
ROFST_1_M_CP,"Rate of out-of-school children of primary school age, male (%)",UKR,Ukraine,2012,2012,6.83855,+,National Estimation
ROFST_1_M_CP,"Rate of out-of-school children of primary school age, male (%)",UKR,Ukraine,2013,2013,6.52275,,
ROFST_1_M_CP,"Rate of out-of-school children of primary school age, male (%)",UKR,Ukraine,2014,2014,8.14514,,
ROFST_1_M_CP,"Rate of out-of-school children of primary school age, male (%)",GHA,Ghana,2013,2013,14.29037,,
ROFST_1_M_CP,"Rate of out-of-school children of primary school age, male (%)",GHA,Ghana,2014,2014,11.79263,,
ROFST_1_M_CP,"Rate of out-of-school children of primary school age, male (%)",GHA,Ghana,2015,2015,10.12587,,
ROFST_1_M_CP,"Rate of out-of-school children of primary school age, male (%)",GHA,Ghana,2016,2016,14.11596,,
ROFST_1_M_CP,"Rate of out-of-school children of primary school age, male (%)",GHA,Ghana,2017,2017,15.55949,,
ROFST_1_M_CP,"Rate of out-of-school children of primary school age, male (%)",GHA,Ghana,2018,2018,16.63394,,
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",NPL,Nepal,2014,2014,6.35809,,
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",NPL,Nepal,2015,2015,3.99572,,
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",NPL,Nepal,2016,2016,3.62056,,
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",NPL,Nepal,2017,2017,6.58225,,
ROFST_1_CP,"Rate of out-of-school children of primary school age, both sexes (%)",VCT,Saint Vincent and the Grenadines,2012,2012,0.88496,,
ROFST_1_CP,"Rate of out-of-school children of primary school age, both sexes (%)",VCT,Saint Vincent and the Grenadines,2013,2013,3.7446,,
ROFST_1_CP,"Rate of out-of-school children of primary school age, both sexes (%)",VCT,Saint Vincent and the Grenadines,2015,2015,1.22536,,
ROFST_1_CP,"Rate of out-of-school children of primary school age, both sexes (%)",VCT,Saint Vincent and the Grenadines,2016,2016,1.9024,,
ROFST_1_CP,"Rate of out-of-school children of primary school age, both sexes (%)",VCT,Saint Vincent and the Grenadines,2017,2017,1.65451,,
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",ECU,Ecuador,2012,2012,2.34191,,
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",ECU,Ecuador,2013,2013,0.92228,,
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",ECU,Ecuador,2014,2014,1.04198,,
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",ECU,Ecuador,2015,2015,0.82982,,
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",ECU,Ecuador,2016,2016,1.0074,,
ROFST_1_CP,"Rate of out-of-school children of primary school age, both sexes (%)",BHR,Bahrain,2012,2012,7.25919,,
ROFST_1_CP,"Rate of out-of-school children of primary school age, both sexes (%)",BHR,Bahrain,2013,2013,6.26169,,
ROFST_1_CP,"Rate of out-of-school children of primary school age, both sexes (%)",BHR,Bahrain,2014,2014,4.27614,,
ROFST_1_CP,"Rate of out-of-school children of primary school age, both sexes (%)",BHR,Bahrain,2015,2015,2.00456,,
ROFST_1_CP,"Rate of out-of-school children of primary school age, both sexes (%)",BHR,Bahrain,2016,2016,2.09974,,
ROFST_1_CP,"Rate of out-of-school children of primary school age, both sexes (%)",BHR,Bahrain,2017,2017,1.13799,,
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",GIN,Guinea,2012,2012,30.35826,,
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",GIN,Guinea,2013,2013,29.40373,,
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",GIN,Guinea,2014,2014,25.78151,,
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",GIN,Guinea,2016,2016,28.70171,,
ROFST_1_M_CP,"Rate of out-of-school children of primary school age, male (%)",ATG,Antigua and Barbuda,2012,2012,21.51448,,
ROFST_1_M_CP,"Rate of out-of-school children of primary school age, male (%)",ATG,Antigua and Barbuda,2014,2014,21.54324,,
ROFST_1_M_CP,"Rate of out-of-school children of primary school age, male (%)",ATG,Antigua and Barbuda,2015,2015,18.21975,,
ROFST_1_M_CP,"Rate of out-of-school children of primary school age, male (%)",ATG,Antigua and Barbuda,2017,2017,17.6781,,
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",UGA,Uganda,2013,2013,7.57807,,
ROFST_1_CP,"Rate of out-of-school children of primary school age, both sexes (%)",CHE,Switzerland,2012,2012,0.78766,,
ROFST_1_CP,"Rate of out-of-school children of primary school age, both sexes (%)",CHE,Switzerland,2013,2013,0.36745,,
ROFST_1_CP,"Rate of out-of-school children of primary school age, both sexes (%)",CHE,Switzerland,2014,2014,0.34893,,
ROFST_1_CP,"Rate of out-of-school children of primary school age, both sexes (%)",CHE,Switzerland,2015,2015,0.37352,,
ROFST_1_CP,"Rate of out-of-school children of primary school age, both sexes (%)",CHE,Switzerland,2016,2016,0.24005,,
ROFST_1_M_CP,"Rate of out-of-school children of primary school age, male (%)",AUS,Australia,2012,2012,2.68912,‡,UIS Estimation
ROFST_1_M_CP,"Rate of out-of-school children of primary school age, male (%)",AUS,Australia,2013,2013,2.82722,‡,UIS Estimation
ROFST_1_M_CP,"Rate of out-of-school children of primary school age, male (%)",AUS,Australia,2014,2014,3.21548,‡,UIS Estimation
ROFST_1_M_CP,"Rate of out-of-school children of primary school age, male (%)",AUS,Australia,2015,2015,3.28946,,
ROFST_1_M_CP,"Rate of out-of-school children of primary school age, male (%)",AUS,Australia,2016,2016,3.59544,,
ROFST_1_M_CP,"Rate of out-of-school children of primary school age, male (%)",AUS,Australia,2017,2017,3.5534,,
ROFST_1_M_CP,"Rate of out-of-school children of primary school age, male (%)",LBR,Liberia,2014,2014,60.80928,,
ROFST_1_M_CP,"Rate of out-of-school children of primary school age, male (%)",LBR,Liberia,2015,2015,61.03746,,
ROFST_1_M_CP,"Rate of out-of-school children of primary school age, male (%)",JPN,Japan,2013,2013,1.59104,+,National Estimation
ROFST_1_M_CP,"Rate of out-of-school children of primary school age, male (%)",JPN,Japan,2014,2014,1.92473,+,National Estimation
ROFST_1_M_CP,"Rate of out-of-school children of primary school age, male (%)",JPN,Japan,2015,2015,1.35518,,
ROFST_1_M_CP,"Rate of out-of-school children of primary school age, male (%)",JPN,Japan,2016,2016,1.95527,,
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",PHL,Philippines,2014,2014,2.10149,,
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",PHL,Philippines,2015,2015,3.05856,,
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",PHL,Philippines,2016,2016,4.07627,,
ROFST_1_CP,"Rate of out-of-school children of primary school age, both sexes (%)",HND,Honduras,2012,2012,14.16712,,
ROFST_1_CP,"Rate of out-of-school children of primary school age, both sexes (%)",HND,Honduras,2013,2013,17.141,,
ROFST_1_CP,"Rate of out-of-school children of primary school age, both sexes (%)",HND,Honduras,2014,2014,17.30832,,
ROFST_1_CP,"Rate of out-of-school children of primary school age, both sexes (%)",HND,Honduras,2015,2015,18.66254,,
ROFST_1_CP,"Rate of out-of-school children of primary school age, both sexes (%)",HND,Honduras,2016,2016,16.93542,,
ROFST_1_CP,"Rate of out-of-school children of primary school age, both sexes (%)",HND,Honduras,2017,2017,16.28857,,
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",HKG,"China, Hong Kong Special Administrative Region",2012,2012,1.08059,‡,UIS Estimation
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",HKG,"China, Hong Kong Special Administrative Region",2013,2013,1.50933,‡,UIS Estimation
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",HKG,"China, Hong Kong Special Administrative Region",2014,2014,1.90084,‡,UIS Estimation
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",HKG,"China, Hong Kong Special Administrative Region",2015,2015,2.28056,‡,UIS Estimation
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",HKG,"China, Hong Kong Special Administrative Region",2016,2016,2.6305,‡,UIS Estimation
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",HKG,"China, Hong Kong Special Administrative Region",2017,2017,2.66929,‡,UIS Estimation
ROFSPPT_1_F_CP,"Rate of out-of-school children of primary school age in pre-primary education, female (%)",COM,Comoros,2013,2013,1.1869,,
ROFSPPT_1_F_CP,"Rate of out-of-school children of primary school age in pre-primary education, female (%)",COM,Comoros,2014,2014,4.0599,,
ROFSPPT_1_F_CP,"Rate of out-of-school children of primary school age in pre-primary education, female (%)",COM,Comoros,2017,2017,1.10448,,
ROFST_1_CP,"Rate of out-of-school children of primary school age, both sexes (%)",BEN,Benin,2012,2012,4.49385,,
ROFST_1_CP,"Rate of out-of-school children of primary school age, both sexes (%)",BEN,Benin,2014,2014,3.63963,,
ROFST_1_CP,"Rate of out-of-school children of primary school age, both sexes (%)",BEN,Benin,2017,2017,2.96634,,
ROFST_1_CP,"Rate of out-of-school children of primary school age, both sexes (%)",BDI,Burundi,2017,2017,2.68232,,
ROFSPPT_1_M_CP,"Rate of out-of-school children of primary school age in pre-primary education, male (%)",FIN,Finland,2012,2012,0.36302,,
ROFSPPT_1_M_CP,"Rate of out-of-school children of primary school age in pre-primary education, male (%)",FIN,Finland,2013,2013,0.26716,,
ROFSPPT_1_M_CP,"Rate of out-of-school children of primary school age in pre-primary education, male (%)",FIN,Finland,2014,2014,0.23515,,
ROFSPPT_1_M_CP,"Rate of out-of-school children of primary school age in pre-primary education, male (%)",FIN,Finland,2015,2015,0.23995,,
ROFSPPT_1_M_CP,"Rate of out-of-school children of primary school age in pre-primary education, male (%)",FIN,Finland,2016,2016,0.20227,,
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",TLS,Timor-Leste,2012,2012,8.66486,,
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",TLS,Timor-Leste,2013,2013,9.32554,,
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",TLS,Timor-Leste,2014,2014,10.66433,,
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",TLS,Timor-Leste,2015,2015,13.42547,,
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",TLS,Timor-Leste,2016,2016,16.64538,,
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",TLS,Timor-Leste,2017,2017,17.72786,,
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",PAK,Pakistan,2012,2012,34.08071,+,National Estimation
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",PAK,Pakistan,2013,2013,35.31518,+,National Estimation
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",PAK,Pakistan,2014,2014,33.29993,+,National Estimation
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",PAK,Pakistan,2015,2015,32.34511,+,National Estimation
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",PAK,Pakistan,2016,2016,28.60292,+,National Estimation
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",PAK,Pakistan,2017,2017,29.39304,+,National Estimation
ROFST_1_CP,"Rate of out-of-school children of primary school age, both sexes (%)",GTM,Guatemala,2012,2012,7.7707,,
ROFST_1_CP,"Rate of out-of-school children of primary school age, both sexes (%)",GTM,Guatemala,2013,2013,10.05865,,
ROFST_1_CP,"Rate of out-of-school children of primary school age, both sexes (%)",GTM,Guatemala,2014,2014,11.90432,,
ROFST_1_CP,"Rate of out-of-school children of primary school age, both sexes (%)",GTM,Guatemala,2015,2015,12.19333,,
ROFST_1_CP,"Rate of out-of-school children of primary school age, both sexes (%)",GTM,Guatemala,2016,2016,12.79835,,
ROFST_1_CP,"Rate of out-of-school children of primary school age, both sexes (%)",GTM,Guatemala,2017,2017,11.79297,,
ROFST_1_CP,"Rate of out-of-school children of primary school age, both sexes (%)",GRD,Grenada,2013,2013,1.58809,,
ROFST_1_CP,"Rate of out-of-school children of primary school age, both sexes (%)",GRD,Grenada,2014,2014,2.66784,,
ROFST_1_CP,"Rate of out-of-school children of primary school age, both sexes (%)",GRD,Grenada,2015,2015,2.22815,,
ROFST_1_CP,"Rate of out-of-school children of primary school age, both sexes (%)",GRD,Grenada,2016,2016,3.15789,,
ROFST_1_M_CP,"Rate of out-of-school children of primary school age, male (%)",ZWE,Zimbabwe,2012,2012,12.85316,,
ROFST_1_M_CP,"Rate of out-of-school children of primary school age, male (%)",ZWE,Zimbabwe,2013,2013,15.54277,,
ROFST_1_M_CP,"Rate of out-of-school children of primary school age, male (%)",RUS,Russian Federation,2012,2012,3.28307,,
ROFST_1_M_CP,"Rate of out-of-school children of primary school age, male (%)",RUS,Russian Federation,2013,2013,3.08272,‡,UIS Estimation
ROFST_1_M_CP,"Rate of out-of-school children of primary school age, male (%)",RUS,Russian Federation,2014,2014,4.37515,‡,UIS Estimation
ROFST_1_M_CP,"Rate of out-of-school children of primary school age, male (%)",RUS,Russian Federation,2015,2015,3.14466,‡,UIS Estimation
ROFST_1_M_CP,"Rate of out-of-school children of primary school age, male (%)",RUS,Russian Federation,2016,2016,2.97403,‡,UIS Estimation
ROFST_1_CP,"Rate of out-of-school children of primary school age, both sexes (%)",MNG,Mongolia,2012,2012,2.48767,‡,UIS Estimation
ROFST_1_CP,"Rate of out-of-school children of primary school age, both sexes (%)",MNG,Mongolia,2013,2013,4.70561,‡,UIS Estimation
ROFST_1_CP,"Rate of out-of-school children of primary school age, both sexes (%)",MNG,Mongolia,2014,2014,4.20223,‡,UIS Estimation
ROFST_1_CP,"Rate of out-of-school children of primary school age, both sexes (%)",MNG,Mongolia,2015,2015,2.34465,‡,UIS Estimation
ROFST_1_CP,"Rate of out-of-school children of primary school age, both sexes (%)",MNG,Mongolia,2016,2016,1.27422,‡,UIS Estimation
ROFST_1_CP,"Rate of out-of-school children of primary school age, both sexes (%)",MNG,Mongolia,2017,2017,1.13957,‡,UIS Estimation
ROFST_1_CP,"Rate of out-of-school children of primary school age, both sexes (%)",BRN,Brunei Darussalam,2012,2012,3.34696,,
ROFST_1_CP,"Rate of out-of-school children of primary school age, both sexes (%)",BRN,Brunei Darussalam,2013,2013,2.59558,,
ROFST_1_CP,"Rate of out-of-school children of primary school age, both sexes (%)",BRN,Brunei Darussalam,2014,2014,3.63254,,
ROFST_1_CP,"Rate of out-of-school children of primary school age, both sexes (%)",BRN,Brunei Darussalam,2015,2015,3.73847,,
ROFST_1_CP,"Rate of out-of-school children of primary school age, both sexes (%)",BRN,Brunei Darussalam,2016,2016,3.38488,,
ROFST_1_CP,"Rate of out-of-school children of primary school age, both sexes (%)",BRN,Brunei Darussalam,2017,2017,3.58553,,
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",TON,Tonga,2013,2013,2.55557,,
ROFSPPT_1_M_CP,"Rate of out-of-school children of primary school age in pre-primary education, male (%)",BLR,Belarus,2012,2012,5.75478,,
ROFSPPT_1_M_CP,"Rate of out-of-school children of primary school age in pre-primary education, male (%)",BLR,Belarus,2013,2013,5.38231,,
ROFSPPT_1_M_CP,"Rate of out-of-school children of primary school age in pre-primary education, male (%)",BLR,Belarus,2014,2014,5.15213,,
ROFSPPT_1_M_CP,"Rate of out-of-school children of primary school age in pre-primary education, male (%)",BLR,Belarus,2015,2015,4.92592,,
ROFSPPT_1_M_CP,"Rate of out-of-school children of primary school age in pre-primary education, male (%)",BLR,Belarus,2016,2016,3.69361,,
ROFSPPT_1_M_CP,"Rate of out-of-school children of primary school age in pre-primary education, male (%)",BLR,Belarus,2017,2017,3.8099,,
ROFST_1_CP,"Rate of out-of-school children of primary school age, both sexes (%)",PER,Peru,2015,2015,2.11,,
ROFST_1_CP,"Rate of out-of-school children of primary school age, both sexes (%)",PER,Peru,2016,2016,0.57508,,
ROFST_1_CP,"Rate of out-of-school children of primary school age, both sexes (%)",PER,Peru,2017,2017,0.66712,,
ROFST_1_CP,"Rate of out-of-school children of primary school age, both sexes (%)",PER,Peru,2018,2018,0.56746,,
ROFSPPT_1_F_CP,"Rate of out-of-school children of primary school age in pre-primary education, female (%)",DNK,Denmark,2012,2012,0.77018,,
ROFSPPT_1_F_CP,"Rate of out-of-school children of primary school age in pre-primary education, female (%)",DNK,Denmark,2013,2013,0.69725,,
ROFSPPT_1_F_CP,"Rate of out-of-school children of primary school age in pre-primary education, female (%)",DNK,Denmark,2014,2014,0.88423,,
ROFSPPT_1_F_CP,"Rate of out-of-school children of primary school age in pre-primary education, female (%)",DNK,Denmark,2015,2015,0.99941,,
ROFSPPT_1_F_CP,"Rate of out-of-school children of primary school age in pre-primary education, female (%)",DNK,Denmark,2016,2016,0.60563,,
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",TUR,Turkey,2012,2012,6.7434,,
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",TUR,Turkey,2013,2013,7.05946,,
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",TUR,Turkey,2014,2014,5.66775,,
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",TUR,Turkey,2015,2015,5.49312,,
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",TUR,Turkey,2016,2016,5.95287,,
ROFST_1_M_CP,"Rate of out-of-school children of primary school age, male (%)",CHL,Chile,2012,2012,8.50917,,
ROFST_1_M_CP,"Rate of out-of-school children of primary school age, male (%)",CHL,Chile,2013,2013,9.43375,,
ROFST_1_M_CP,"Rate of out-of-school children of primary school age, male (%)",CHL,Chile,2014,2014,9.23606,,
ROFST_1_M_CP,"Rate of out-of-school children of primary school age, male (%)",CHL,Chile,2015,2015,8.42712,,
ROFST_1_M_CP,"Rate of out-of-school children of primary school age, male (%)",CHL,Chile,2016,2016,7.17998,,
ROFST_1_M_CP,"Rate of out-of-school children of primary school age, male (%)",CHL,Chile,2017,2017,5.29945,,
ROFST_1_M_CP,"Rate of out-of-school children of primary school age, male (%)",MLI,Mali,2012,2012,28.40849,,
ROFST_1_M_CP,"Rate of out-of-school children of primary school age, male (%)",MLI,Mali,2014,2014,32.78016,,
ROFST_1_M_CP,"Rate of out-of-school children of primary school age, male (%)",MLI,Mali,2015,2015,35.72382,,
ROFST_1_M_CP,"Rate of out-of-school children of primary school age, male (%)",MLI,Mali,2016,2016,33.86783,,
ROFST_1_M_CP,"Rate of out-of-school children of primary school age, male (%)",MLI,Mali,2017,2017,29.07067,,
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",HRV,Croatia,2012,2012,0.33892,,
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",HRV,Croatia,2013,2013,0.34116,,
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",HRV,Croatia,2014,2014,0.34171,,
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",HRV,Croatia,2015,2015,0.34411,,
ROFST_1_F_CP,"Rate of out-of-school children of primary school age, female (%)",HRV,Croatia,2016,2016,0.57314,,
ROFSPPT_1_F_CP,"Rate of out-of-school children of primary school age in pre-primary education, female (%)",PRY,Paraguay,2012,2012,1.37627,,
ROFST_1_M_CP,"Rate of out-of-school children of primary school age, male (%)",NOR,Norway,2012,2012,0.51381,,
ROFST_1_M_CP,"Rate of out-of-school children of primary school age, male (%)",NOR,Norway,2013,2013,0.09248,,
ROFST_1_M_CP,"Rate of out-of-school children of primary school age, male (%)",NOR,Norway,2014,2014,0.12578,,
ROFST_1_M_CP,"Rate of out-of-school children of primary school age, male (%)",NOR,Norway,2015,2015,0.09473,,
ROFST_1_M_CP,"Rate of out-of-school children of primary school age, male (%)",NOR,Norway,2016,2016,0.0837,,
ROFST_1_M_CP,"Rate of out-of-school children of primary school age, male (%)",NOR,Norway,2017,2017,0.07762,,
ROFSPPT_1_M_CP,"Rate of out-of-school children of primary school age in pre-primary education, male (%)",IDN,Indonesia,2013,2013,,n,Magnitude nil or negligible
ROFSPPT_1_M_CP,"Rate of out-of-school children of primary school age in pre-primary education, male (%)",IDN,Indonesia,2014,2014,,n,Magnitude nil or negligible
ROFSPPT_1_M_CP,"Rate of out-of-school children of primary school age in pre-primary education, male (%)",IDN,Indonesia,2016,2016,,n,Magnitude nil or negligible
ROFSPPT_1_M_CP,"Rate of out-of-school children of primary school age in pre-primary education, male (%)",IDN,Indonesia,2017,2017,,n,Magnitude nil or negligible
ROFST_1_M_CP,"Rate of out-of-school children of primary school age, male (%)",BLZ,Belize,2012,2012,0.66994,,
